"id","title"
DET0A1,Tema de contenido
DET0A2,Etiqueta de contenido
DET0A3,Pregunta frecuente
DET0A6,Ruta de capacitación
DET0A7,Curso de capacitación
DET0A8,Tema de capacitación
DET0A9,Contenido restringido por registro
